district,latitude,longitude,aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
Sylhet,24.731778,92.03214,0.1013,0.3302,0.00725,0.2722,0.00157,0.1852,0.00423,0.6193,0.6002,0.0,1.0,0.00161,9.527,0.0679,0.000122,0.745,0.425,0.00416,0.00275,0.00072,0
Sylhet,24.683644,91.764934,0.1036,0.9355,0.005,0.429,0.00061,0.5087,0.00153,0.4604,1.0903,0.0,0.0,0.0046,0.979,0.1326,0.000102,1.34,0.2362,0.00342,0.00207,0.00118,1
Sylhet,25.045684,91.812218,0.1007,1.3769,0.0228,0.2573,0.00061,0.5206,0.00634,0.6201,0.053,0.0,0.0,0.01238,9.266,0.3356,0.000156,1.873,0.0285,0.00193,0.00227,0.00186,0
Sylhet,24.80102,92.027396,0.2226,0.1119,0.00262,0.3442,0.00048,0.3944,0.00292,0.0,0.1612,1.0,0.0,0.02356,7.995,0.0699,0.000216,2.565,0.0,0.0043,0.00173,0.00273,0
Sylhet,24.965504,91.834792,0.2479,0.4693,0.00171,0.3845,0.00256,0.7962,0.00477,0.3015,0.5357,0.0,0.0,0.00752,4.112,0.1901,0.000135,3.498,0.0199,0.00665,0.00285,0.0014,0
Sylhet,24.737204,91.893985,0.3254,1.0911,0.01362,0.2093,0.00064,0.4624,0.00314,0.5728,0.343,0.0,0.0,0.00164,5.618,0.2204,5.7e-05,0.0,0.2312,0.00695,0.00477,0.00276,0
Sylhet,24.808974,91.713662,0.367,0.6585,0.01575,0.4377,0.00286,0.4973,0.00345,0.3745,0.5084,0.0,0.0,0.01128,0.051,0.1143,0.000103,1.756,0.4369,0.00108,0.00168,0.00076,0
Sylhet,24.997744,91.816681,0.1213,0.9378,0.01413,0.2767,0.0005,0.3407,0.00589,0.0796,0.7443,0.0,0.0,0.00391,11.072,0.3115,8.6e-05,2.374,0.5361,0.00164,0.00156,0.00312,0
Sylhet,24.810572,91.683325,0.1511,1.2621,0.00149,0.2998,0.00273,0.1098,0.00663,0.5255,0.6458,0.0,1.0,0.00319,5.61,0.1549,0.000178,0.735,0.4269,0.01069,0.00224,0.00111,0
Sylhet,24.754201,92.014635,0.5499,0.5758,0.00732,0.3165,0.00049,0.7695,0.00108,0.1729,1.0367,1.0,0.0,0.00258,8.229,0.1653,8e-05,0.636,0.0,0.00268,0.00281,0.00092,0
Sylhet,24.989546,92.095794,0.4922,0.182,0.001,0.0952,0.00205,0.3931,0.00202,0.7895,0.6084,0.0,0.0,0.01828,9.68,0.2632,0.000106,1.994,0.3281,0.00216,0.00134,0.0007,0
Sylhet,24.955803,91.740144,0.0504,1.5083,0.00479,0.4487,0.00102,0.4992,0.00291,0.2128,0.2679,0.0,0.0,0.00869,3.086,0.1085,0.000198,1.609,0.1923,0.00398,0.00288,0.00109,1
Sylhet,24.788391,91.760216,0.3599,0.7746,0.00409,0.4313,0.00152,0.2241,0.00295,0.3614,0.4766,0.0,0.0,0.0048,5.551,0.0658,6.2e-05,2.386,0.813,0.00185,0.00322,0.00332,0
Sylhet,25.145032,91.666223,0.1404,0.693,0.00111,0.1947,0.00117,0.1711,0.00697,0.3353,0.4929,0.0,0.0,0.0082,5.308,0.2617,2.9e-05,0.513,0.3201,0.00266,0.0025,0.00108,1
Sylhet,24.947958,91.653,0.0701,1.0433,0.00139,0.0,0.00065,0.1515,0.00471,0.3081,0.5598,0.0,0.0,0.01766,1.31,0.3278,7.7e-05,0.862,0.001,0.00432,0.00182,0.00323,0
Sylhet,24.91676,91.699187,0.1892,0.3126,0.00215,0.2775,0.00038,0.2575,0.00286,0.4387,0.3817,0.0,0.0,0.00753,4.068,0.0,0.000112,2.477,0.4672,0.00861,0.00098,0.00131,1
Sylhet,24.98972,91.719577,0.0381,0.0171,0.00277,0.1929,0.00033,0.5944,0.00376,0.4595,0.4403,0.0,0.0,0.00352,5.62,0.1813,0.000105,2.956,0.4828,0.00731,0.00114,0.00226,1
Sylhet,24.775852,91.813431,0.3878,1.1032,0.00359,0.3077,0.0007,0.0704,0.00827,0.3479,0.068,0.0,0.0,0.00377,0.98,0.0348,0.000118,4.025,0.3392,0.00887,0.00198,0.00382,0
Sylhet,25.017454,92.108953,0.0999,0.2031,0.00306,0.591,0.00035,1.0012,0.00483,0.4127,0.355,0.0,0.0,0.00498,3.923,0.0626,0.000124,1.857,0.4566,0.00154,0.00255,0.00129,1
Sylhet,24.780795,92.074642,0.5973,0.1227,0.0057,0.0,0.00054,0.1879,0.01309,0.6314,0.5779,0.0,0.0,0.01011,6.496,0.105,8.6e-05,0.873,0.164,0.00267,0.0015,0.00085,0
Sylhet,25.138376,92.088366,0.3743,0.2808,0.00648,0.1251,0.00037,0.1756,0.00202,0.2625,0.4916,0.0,0.0,0.00639,4.8,0.2056,0.000166,0.163,0.6771,0.00613,0.00271,0.00152,0
Sylhet,24.861238,91.779073,0.0584,1.5562,0.00867,0.2317,0.00052,0.268,0.00641,0.6174,0.4665,0.0,0.0,0.0017,2.233,0.1167,9.4e-05,0.256,0.4739,0.00115,0.0047,0.00234,1
Sylhet,24.731337,91.750462,0.3016,0.1477,0.01067,0.4732,0.00324,0.6115,0.00545,0.6776,0.5588,0.0,0.0,0.00316,3.881,0.1405,5.1e-05,1.616,0.0867,0.00562,0.00599,0.00145,0
Sylhet,24.8778,92.05844,0.2351,0.5657,0.00137,0.4552,0.00123,0.2619,0.01401,0.5574,0.2121,0.0,0.0,0.00824,8.687,0.1322,0.000119,2.171,0.1651,0.00369,0.00717,0.00111,0
Sylhet,25.032817,91.826839,0.1324,0.0,0.00448,0.3688,0.00053,0.4706,0.01135,0.1189,1.2069,0.0,0.0,0.00954,0.0,0.1277,0.00015,1.541,0.198,0.0048,0.00202,0.00126,1
Sylhet,25.124314,91.807504,0.3787,1.6989,0.00329,0.3167,0.002,0.6729,0.00214,0.1982,0.0,0.0,0.0,0.00152,1.516,0.1643,0.000186,1.3,0.3028,0.00494,0.00167,0.0029,0
Sylhet,24.897898,91.863722,0.6247,1.0733,0.00165,0.2526,0.00142,0.1694,0.00471,0.3419,0.0283,0.0,0.0,0.01596,1.401,0.1761,0.000174,2.089,0.2189,0.0077,0.00239,0.00874,0
Sylhet,24.922288,92.112897,0.1488,0.1157,0.00392,0.4204,0.00074,0.8076,0.0057,0.2864,0.1305,0.0,0.0,0.00383,9.29,0.2955,0.000504,4.133,0.2021,0.00931,0.00143,0.00655,1
Sylhet,25.068249,91.972959,0.306,1.0641,0.01085,0.2599,0.00111,0.4107,0.00216,0.26,0.8362,0.0,0.0,0.00462,2.609,0.1723,0.00015,2.193,0.5749,0.00256,0.00197,0.00157,0
Sylhet,24.76713,91.660237,0.4753,0.4716,0.00632,0.2703,0.00073,0.9183,0.01093,0.4573,0.2176,0.0,0.0,0.06046,3.416,0.0,0.000271,1.893,0.3198,0.01349,0.00162,0.00129,0
Sylhet,25.063243,91.662383,0.2363,0.9879,0.01069,0.4838,0.00099,0.632,0.00377,0.8388,1.0681,0.0,0.0,0.02367,5.888,0.1036,0.000258,1.087,0.359,0.00692,0.00333,0.00111,0
Sylhet,24.900888,91.776449,0.2266,0.1853,0.00697,0.0,0.00091,0.4374,0.00279,0.5692,1.1424,0.0,0.0,0.01542,4.265,0.0724,0.000151,1.998,0.5948,0.00216,0.00155,0.00196,0
Sylhet,24.805608,91.72819,0.4166,1.2505,0.00392,0.2183,0.0012,0.3158,0.00677,0.5228,0.3489,0.0,1.0,0.00216,0.883,0.1715,9.8e-05,0.983,0.2625,0.00904,0.00166,0.00186,0
Sylhet,24.885894,91.864269,0.3339,0.0,0.00248,0.341,0.00036,0.6591,0.00812,0.133,0.6302,0.0,0.0,0.00465,10.104,0.1126,7e-05,3.616,0.031,0.00103,0.00378,0.00176,0
Sylhet,25.147713,91.82495,0.2405,1.1475,0.0078,0.1478,0.00059,0.3498,0.00428,0.294,0.321,0.0,0.0,0.00287,0.0,0.0,0.000182,1.676,0.1855,0.00196,0.00184,0.00157,0
Sylhet,24.956588,91.735662,0.2501,0.7785,0.00618,0.4137,0.00037,0.318,0.00804,0.434,1.0122,0.0,0.0,0.04565,5.915,0.1529,8.7e-05,2.631,0.0579,0.00223,0.00485,0.00304,0
Sylhet,24.86154,91.802009,0.3826,1.5005,0.00881,0.4298,0.00055,0.1417,0.00575,0.1276,0.447,0.0,0.0,0.00763,7.855,0.2445,0.000161,0.524,0.3862,0.00131,0.0036,0.00132,0
Sylhet,24.931282,92.083989,0.1376,0.7018,0.0043,0.2193,0.0007,0.7264,0.00766,0.4047,0.862,0.0,0.0,0.00244,3.519,0.1513,0.000133,4.002,0.2351,0.0018,0.00319,0.00114,1
Sylhet,24.766537,91.952701,0.0817,0.9447,0.00114,0.231,0.00053,0.7799,0.00128,0.3519,0.3319,0.0,0.0,0.00298,7.884,0.2526,0.000403,1.863,0.417,0.00204,0.00527,0.00176,1
Sylhet,24.94824,91.686763,0.3176,1.2318,0.00873,0.277,0.0027,0.1029,0.00345,0.4393,1.0763,0.0,0.0,0.0008,10.779,0.2639,8e-05,3.922,0.4054,0.00325,0.00144,0.00446,0
Sylhet,24.751124,91.968994,0.2074,1.879,0.00503,0.4486,0.00081,0.1827,0.0031,0.3199,0.376,0.0,0.0,0.00815,4.297,0.3705,0.000366,1.39,0.3317,0.00106,0.00155,0.00085,0
Sylhet,24.922443,92.021422,0.1455,0.0,0.00953,0.1131,0.00126,0.6678,0.00063,0.4144,0.5023,0.0,0.0,0.00272,7.584,0.1238,0.000346,1.26,0.8323,0.00284,0.0035,0.00401,1
Sylhet,24.697728,92.070391,0.5161,1.0159,0.01813,0.3766,0.00072,0.3276,0.00806,0.4492,0.8383,0.0,0.0,0.00739,7.855,0.089,0.000184,1.912,0.3426,0.00126,0.00275,0.00155,0
Sylhet,24.965443,92.030448,0.2403,1.8632,0.00564,0.4539,0.00142,0.4639,0.00575,0.6476,0.8212,0.0,0.0,0.00644,1.81,0.0745,0.000172,2.282,0.6907,0.00287,0.00146,0.00108,0
Sylhet,24.83146,91.635961,0.5491,0.3625,0.00464,0.4222,0.00067,0.7063,0.00238,0.2246,0.3293,0.0,0.0,0.04764,1.505,0.2555,0.0001,0.122,0.1234,0.00724,0.003,0.00237,0
Sylhet,24.88338,91.948779,0.2124,1.1799,0.03088,0.2741,0.00143,0.6112,0.0054,0.3537,0.2472,0.0,0.0,0.00097,7.919,0.2364,0.000249,1.131,0.1886,0.00271,0.00201,0.00161,0
Sylhet,25.048246,91.71304,0.0311,0.0132,0.00348,0.3796,0.00035,0.8719,0.00336,0.3635,0.9546,0.0,0.0,0.006,4.852,0.0328,0.000104,1.999,0.2737,0.00465,0.00358,0.00307,1
Sylhet,24.707881,91.844313,0.2022,0.9028,0.00904,0.2592,0.00068,0.8226,0.00674,0.3463,0.6042,0.0,0.0,0.00379,0.0,0.1062,3.7e-05,2.499,0.4151,0.00605,0.00242,0.00066,0
Sylhet,25.082473,91.877015,0.4486,0.5566,0.01541,0.3565,0.00069,0.6633,0.00223,0.2578,0.7817,0.0,1.0,0.00203,6.929,0.2739,0.0001,2.939,0.3872,0.00372,0.00159,0.00098,0
Sylhet,24.842956,91.942418,0.0297,0.3762,0.00665,0.2996,0.00077,0.0809,0.00737,0.3211,0.719,0.0,0.0,0.00887,7.923,0.3699,0.000222,3.655,0.4469,0.00364,0.00238,0.0009,1
Sylhet,24.694067,92.015054,0.3108,1.5018,0.01276,0.1339,0.00066,0.4507,0.00173,0.4208,1.2129,0.0,0.0,0.00823,0.0,0.2875,5.6e-05,3.72,0.0548,0.00332,0.00153,0.00189,0
Sylhet,24.81525,91.6955,0.0956,0.5939,0.00395,0.4536,0.00064,0.2745,0.00443,0.1752,0.7643,0.0,0.0,0.01104,6.134,0.2511,6.4e-05,0.808,0.516,0.00389,0.00187,0.00141,0
Sylhet,24.677083,91.859484,0.2419,1.0891,0.00122,0.1243,0.00088,0.9508,0.00591,0.4507,0.0,0.0,0.0,0.00537,0.379,0.1712,9.5e-05,2.003,0.0611,0.00524,0.00123,0.00142,0
Sylhet,24.688264,92.066807,0.4747,1.2194,0.00146,0.5228,0.00151,0.15,0.00262,0.393,0.0,1.0,0.0,0.00558,8.502,0.226,6.8e-05,1.523,0.3673,0.00363,0.00252,0.00131,0
Sylhet,24.972112,91.930338,1.0878,0.0957,0.00241,0.3256,0.00065,0.285,0.00685,0.2778,0.6154,0.0,1.0,0.00261,0.946,0.1911,0.000239,2.282,0.1136,0.00373,0.00232,0.00148,0
Sylhet,24.829582,91.868348,0.4785,0.0,0.00925,0.2652,0.00425,0.8788,0.00102,0.414,0.7674,0.0,0.0,0.01021,0.0,0.1095,0.000132,2.727,0.5444,0.00108,0.00249,0.00118,0
Sylhet,24.773546,91.908448,0.088,1.3415,0.00523,0.3668,0.00047,0.7382,0.0029,0.5322,0.8003,0.0,0.0,0.00358,8.739,0.0,0.000282,3.144,0.635,0.00347,0.00282,0.00102,1
Sylhet,24.752588,91.933152,0.1428,1.128,0.0083,0.3379,0.00134,0.1309,0.00384,0.3169,0.5172,0.0,1.0,0.01285,5.057,0.2763,4.5e-05,1.168,0.0,0.00538,0.002,0.00162,0
Sylhet,24.714114,92.052355,0.2352,0.9941,0.01355,0.1835,0.00218,0.0,0.00689,0.186,0.8985,0.0,0.0,0.0742,8.498,0.1232,7e-05,1.873,0.1504,0.00285,0.00236,0.00087,0
Sylhet,24.681552,91.876931,0.8464,0.7496,0.01535,0.4298,0.00099,0.32,0.01624,0.2827,0.8033,0.0,0.0,0.0017,16.371,0.1141,0.000109,2.108,0.5124,0.00479,0.0028,0.00059,0
Sylhet,24.740233,91.632766,0.553,0.4455,0.00265,0.5782,0.00326,0.6008,0.00247,0.0934,0.3131,0.0,0.0,0.0013,5.869,0.0446,7.4e-05,3.415,0.0839,0.00241,0.00396,0.00402,0
Sylhet,24.883128,91.706492,0.4092,0.1396,0.00457,0.4246,0.00233,1.0815,0.00581,0.2093,0.3669,1.0,0.0,0.00956,3.339,0.0616,0.000122,2.366,0.3927,0.0027,0.0065,0.00204,0
Sylhet,25.071658,91.986409,0.2915,0.0,0.00122,0.5514,0.00037,0.5329,0.00312,0.3741,0.0,1.0,0.0,0.00245,7.719,0.0546,0.000128,2.453,0.6059,0.00353,0.0045,0.00143,0
Sylhet,25.075124,91.920418,0.6449,0.3736,0.02144,0.4508,0.00094,0.0,0.00176,0.1256,1.0097,0.0,0.0,0.00209,8.231,0.1332,0.000154,3.899,0.2898,0.0034,0.00168,0.00287,0
Sylhet,25.096676,91.801759,0.1927,1.8368,0.00238,0.4145,0.00129,0.3889,0.01014,0.592,0.2528,0.0,0.0,0.00513,0.0,0.1807,5.4e-05,3.112,0.6928,0.00694,0.00122,0.00066,1
Sylhet,25.127331,91.916349,0.2068,1.6862,0.00495,0.4406,0.00043,0.087,0.00538,0.315,0.4256,0.0,0.0,0.008,1.615,0.0604,6.4e-05,1.79,0.1763,0.00527,0.00165,0.00101,0
Sylhet,24.969976,91.996629,0.0404,1.131,0.01751,0.4728,0.00117,0.3827,0.00629,0.3357,0.638,0.0,0.0,0.00261,17.147,0.0188,4.5e-05,1.649,0.5671,0.00261,0.00096,0.00315,0
Sylhet,25.097172,91.94731,0.1782,0.4241,0.0078,0.1772,0.00161,0.5018,0.00886,0.1803,0.8023,0.0,0.0,0.00459,9.964,0.0739,5e-05,1.908,0.1844,0.00405,0.00549,0.0007,1
Sylhet,25.09085,91.998518,0.2273,0.8497,0.01668,0.2671,0.00046,0.8651,0.00585,0.5316,0.8195,1.0,0.0,0.00951,0.0,0.193,7.2e-05,0.577,0.3067,0.00297,0.00162,0.00071,0
Sylhet,24.71072,91.747888,0.3871,1.7436,0.02472,0.4785,0.00325,0.1469,0.00483,0.5874,0.7614,0.0,1.0,0.00793,10.639,0.1829,0.00013,2.826,0.3501,0.0016,0.00194,0.00246,0
Sylhet,24.84993,92.041018,1.6162,0.3592,0.01057,0.2833,0.00114,0.3874,0.00559,0.3801,0.4188,0.0,0.0,0.00943,4.435,0.0859,0.000244,1.39,0.3134,0.0043,0.00278,0.00178,0
Sylhet,24.986168,91.945338,0.1631,1.3977,0.0047,0.2207,0.00179,0.8345,0.00182,0.5174,0.648,0.0,0.0,0.01047,0.834,0.2499,0.000311,2.695,0.2861,0.00643,0.00192,0.00342,0
Sylhet,25.086251,91.954463,0.1224,1.3364,0.02014,0.0741,0.00126,0.6138,0.00918,0.4337,0.7141,0.0,0.0,0.00103,6.654,0.1463,0.000132,1.652,0.2722,0.00432,0.0025,0.00079,0
Sylhet,25.014164,91.853428,0.439,1.4796,0.00403,0.3042,0.00083,0.1716,0.00946,0.7403,0.8619,0.0,0.0,0.0074,6.831,0.1587,0.000139,2.597,0.3827,0.00314,0.00124,0.00117,0
Sylhet,24.741183,91.813149,0.844,0.9885,0.00171,0.3615,0.00026,0.6543,0.00245,0.3657,0.4077,0.0,0.0,0.00353,2.089,0.0552,0.00014,1.001,0.1602,0.00167,0.00125,0.00104,0
Sylhet,24.9895,91.850551,0.0611,0.4001,0.00124,0.2567,0.00078,0.3887,0.00165,0.3196,0.5409,1.0,0.0,0.0067,4.833,0.0802,9.8e-05,3.524,0.1293,0.00383,0.00191,0.00132,0
Sylhet,24.762252,91.738353,0.2313,0.5031,0.0051,0.4003,0.00384,0.8321,0.00538,0.5394,0.6616,0.0,0.0,0.00929,4.191,0.078,7.3e-05,0.715,0.2806,0.00399,0.00199,0.00095,0
Sylhet,25.102114,91.894415,0.4856,0.3799,0.0162,0.1903,0.00165,0.3282,0.01489,0.5681,0.5085,1.0,0.0,0.00314,3.892,0.0687,0.00014,1.255,0.1408,0.00848,0.00194,0.0008,0
Sylhet,24.982851,91.911996,0.26,0.9084,0.00173,0.1898,0.00022,0.6724,0.00489,0.5099,0.7173,0.0,0.0,0.01025,9.654,0.0,0.000149,1.874,0.4058,0.0036,0.00347,0.00142,0
Sylhet,24.653414,91.822167,0.1552,0.552,0.00364,0.4658,0.00089,0.5428,0.00359,0.2939,0.8668,0.0,0.0,0.00869,0.0,0.1799,0.000192,1.798,0.3054,0.00794,0.00329,0.00071,1
Sylhet,24.794242,92.047727,0.0769,0.0,0.00436,0.2192,0.00118,0.4277,0.00653,0.1339,0.7304,0.0,0.0,0.00191,3.636,0.0266,7.8e-05,2.234,0.1508,0.00603,0.00294,0.00078,1
Sylhet,24.882565,92.010535,0.528,1.7104,0.00152,0.4392,0.00072,0.2833,0.00185,0.3697,0.9418,0.0,0.0,0.01209,2.17,0.3166,0.000254,2.602,0.283,0.00312,0.00132,0.0027,0
Sylhet,25.032784,91.859779,0.2108,1.0024,0.00854,0.0,0.00096,0.5194,0.00227,0.429,0.9526,0.0,0.0,0.00815,1.801,0.0762,0.000146,2.159,0.4605,0.00174,0.00316,0.00104,0
Sylhet,24.66253,91.985988,0.2333,0.6188,0.01447,0.4596,0.00068,0.9632,0.0047,0.317,0.0057,0.0,1.0,0.00767,5.99,0.1131,8.2e-05,1.012,0.0,0.00329,0.0011,0.00193,0
Sylhet,24.901167,91.684537,0.44,0.5162,0.00795,0.1565,0.00167,0.573,0.00526,0.284,0.359,0.0,0.0,0.01617,10.536,0.2278,6e-05,1.933,0.0437,0.0065,0.00239,0.00124,0
Sylhet,24.926519,91.695206,0.2854,0.7963,0.00352,0.1862,0.00079,0.7442,0.00494,0.6117,0.4673,1.0,0.0,0.00263,0.0,0.0173,0.000133,2.394,0.2571,0.00535,0.00228,0.00188,0
Sylhet,25.081973,92.097383,0.1107,0.808,0.0026,0.2396,0.00044,0.4249,0.002,0.489,0.7656,0.0,0.0,0.00725,0.0,0.1345,0.000128,0.468,0.2606,0.00578,0.00112,0.0015,1
Sylhet,25.12539,91.699353,0.1076,1.0834,0.00753,0.3787,0.00019,0.901,0.00119,0.1452,0.1729,0.0,0.0,0.01413,4.925,0.0951,0.000119,1.475,0.2656,0.01706,0.00126,0.00405,0
Sylhet,24.830393,91.717902,0.4398,1.5118,0.00984,0.3356,0.00107,0.0,0.0037,0.5576,0.8833,0.0,0.0,0.00777,5.752,0.3308,0.00015,2.843,0.1899,0.00528,0.00319,0.00082,0
Sylhet,24.908584,91.641595,0.9131,0.6433,0.00247,0.3043,0.00126,0.6759,0.00511,0.6624,0.4061,0.0,0.0,0.00588,1.31,0.0,0.000197,2.358,0.2759,0.00423,0.00135,0.00258,0
Sylhet,24.724735,91.941631,0.2144,0.8077,0.00236,0.2753,0.00029,0.8267,0.00624,0.1786,0.3536,0.0,0.0,0.01509,4.489,0.1803,0.000413,0.802,0.1596,0.01286,0.00151,0.00082,0
Sylhet,24.769119,91.814263,0.0508,1.4091,0.00631,0.2152,0.00097,0.3881,0.00277,0.543,0.8551,0.0,0.0,0.00598,4.377,0.124,9.8e-05,0.348,0.0324,0.00308,0.00475,0.00148,1
Sylhet,24.856477,91.849149,0.3313,0.9573,0.00364,0.3269,0.00034,0.5455,0.00954,0.2703,0.6092,0.0,0.0,0.01822,6.219,0.0951,8.4e-05,1.94,0.4568,0.00296,0.00161,0.00079,0
Sylhet,24.978986,91.625554,0.0619,1.1925,0.00711,0.0927,0.00034,0.5327,0.00316,0.6084,0.6673,0.0,0.0,0.00351,3.581,0.1018,6.3e-05,1.889,0.4951,0.00312,0.00772,0.00056,1
Sylhet,24.904288,91.768294,0.2215,1.108,0.00654,0.166,0.00148,0.2889,0.00488,0.3568,0.4464,0.0,0.0,0.00265,0.0,0.2172,0.000237,1.738,0.1322,0.00576,0.00162,0.00211,0
Sylhet,25.033942,92.030744,0.1908,1.3571,0.00403,0.0956,0.00143,0.6206,0.00198,0.2125,0.7774,0.0,0.0,0.00556,9.247,0.3293,8.4e-05,2.524,0.6702,0.003,0.00354,0.0018,1
Sylhet,25.06693,91.916896,0.1307,0.9575,0.00854,0.4714,0.00247,0.8713,0.00213,0.5067,0.8029,0.0,0.0,0.00381,5.44,0.0829,0.000378,1.142,0.3504,0.007,0.0022,0.00183,1
Sylhet,25.130499,92.019782,0.868,0.8425,0.00383,0.3252,0.00232,0.5474,0.00212,0.2554,0.9314,1.0,0.0,0.00391,5.21,0.2177,0.00018,0.0,0.3558,0.0055,0.00102,0.0011,0
Sylhet,24.937555,91.703405,0.3294,0.7699,0.00503,0.178,0.00152,0.5108,0.00106,0.322,1.0374,0.0,0.0,0.00575,0.0,0.121,0.000109,1.081,0.4011,0.00377,0.00248,0.00204,0
Sylhet,25.07407,92.036661,0.5697,1.5102,0.03962,0.2445,0.00292,0.954,0.00253,0.7193,0.1465,0.0,0.0,0.004,0.0,0.1993,3.3e-05,1.51,0.2556,0.0021,0.0019,0.00193,0
Sylhet,24.786925,91.844837,0.2097,0.6809,0.00089,0.1544,0.00144,0.0841,0.00087,0.1019,0.261,0.0,0.0,0.00354,5.557,0.1429,0.000338,0.242,0.3018,0.00513,0.00304,0.00361,0
Sylhet,24.96822,91.728114,0.22,0.349,0.00584,0.5394,0.00116,0.4448,0.00474,0.4491,0.5995,0.0,0.0,0.01646,6.95,0.1087,0.000109,0.844,0.2452,0.00354,0.00378,0.0023,0
Sylhet,24.870523,92.025546,0.2388,1.188,0.00311,0.5233,0.00159,0.8505,0.00364,0.4359,0.7763,0.0,1.0,0.01062,0.0,0.3014,0.00022,2.778,0.2932,0.00689,0.00342,0.00139,0
Sylhet,25.054723,92.015844,0.2022,0.2962,0.0035,0.4301,0.00214,0.4399,0.00332,0.3927,0.4325,0.0,0.0,0.02031,2.275,0.1479,0.000148,2.971,0.3958,0.00848,0.00271,0.00106,0
Sylhet,25.104387,91.759979,0.2541,0.9425,0.00829,0.5477,0.00042,0.2331,0.00373,1.0077,0.11,0.0,0.0,0.01538,2.394,0.0007,0.000145,3.41,0.4915,0.00738,0.00229,0.00282,0
Sylhet,24.924351,92.071302,0.069,0.4434,0.00415,0.3222,0.00039,0.6127,0.00315,0.2334,0.1267,0.0,1.0,0.0243,2.695,0.2506,0.000179,1.605,0.0348,0.00256,0.00148,0.00102,0
Sylhet,25.123121,91.666909,0.1722,0.8912,0.00804,0.3899,0.00149,0.6681,0.00386,0.115,0.6037,1.0,0.0,0.00352,5.641,0.0663,4.3e-05,2.514,0.2816,0.00502,0.00096,0.00079,0
Sylhet,24.658254,91.996267,0.3667,0.4998,0.00211,0.3318,0.00104,0.0722,0.00251,0.1571,0.0157,1.0,0.0,0.0142,0.0,0.0635,8.8e-05,2.148,0.6021,0.01264,0.00135,0.00206,0
Sylhet,25.124384,92.00274,0.1608,1.0699,0.00158,0.2977,0.00056,0.346,0.00421,0.7526,0.7814,0.0,0.0,0.01177,6.107,0.0944,0.000146,0.5,0.4278,0.00787,0.00157,0.0029,0
Sylhet,24.91046,91.735495,0.2259,0.0741,0.0077,0.1718,0.00513,0.1759,0.00753,0.3903,0.1821,1.0,0.0,0.00517,5.206,0.1391,6.1e-05,1.036,0.4013,0.00286,0.00242,0.00059,0
Sylhet,24.879643,91.893294,0.1776,1.5909,0.00709,0.3663,0.00035,0.3973,0.00602,0.3108,0.3519,0.0,0.0,0.00391,1.593,0.2055,0.000179,1.239,0.4018,0.0041,0.00321,0.00181,1
Sylhet,25.005964,91.6353,0.1314,0.0,0.00455,0.4455,0.00131,0.452,0.00299,0.5902,0.2769,0.0,0.0,0.02351,0.0,0.2263,0.000146,0.95,0.4081,0.00631,0.00343,0.00077,0
Sylhet,24.799116,92.095788,0.0638,0.4795,0.04956,0.2248,0.00117,0.0385,0.00264,0.4565,0.4666,0.0,0.0,0.01417,6.115,0.1059,0.000149,2.193,0.1046,0.00487,0.00221,0.00195,0
Sylhet,24.892524,91.622034,0.5557,0.0,0.00438,0.1699,0.00065,0.5174,0.00181,0.3259,0.0453,0.0,0.0,0.04243,10.745,0.2298,8.4e-05,2.607,0.0,0.00695,0.00442,0.0025,0
Sylhet,25.100456,92.005193,0.3925,0.8175,0.00767,0.1986,0.0003,0.5153,0.00968,0.0,0.8294,0.0,0.0,0.00327,4.568,0.1598,0.000311,2.176,0.4696,0.00509,0.00206,0.00295,0
Sylhet,24.753794,91.987141,0.3894,0.4223,0.00703,0.5335,0.0005,0.0,0.01273,0.4304,0.8291,0.0,0.0,0.00719,0.918,0.0812,0.000304,2.646,0.4867,0.00852,0.00247,0.00157,0
Sylhet,25.133584,91.638146,0.3352,1.0739,0.00434,0.3949,0.00061,0.1647,0.00845,0.5312,0.0,1.0,0.0,0.00335,0.0,0.0509,0.000202,1.82,0.0,0.00411,0.00101,0.00204,0
Sylhet,24.985718,92.036616,0.1631,1.1921,0.00678,0.1895,0.00057,0.1811,0.00323,0.5704,0.2483,0.0,1.0,0.00667,7.392,0.151,5.9e-05,1.409,0.5433,0.00369,0.00444,0.00259,0
Sylhet,25.013982,92.106329,0.2544,1.0088,0.00401,0.3082,0.00166,0.95,0.00471,0.4186,0.5084,0.0,0.0,0.00307,3.873,0.1007,0.000111,1.881,0.2106,0.00957,0.00363,0.00152,0
Sylhet,25.056438,91.659776,0.1675,1.6504,0.00167,0.2805,0.0008,0.1296,0.00552,0.3178,0.816,0.0,0.0,0.00205,7.239,0.2627,6.5e-05,1.738,0.4145,0.00469,0.00278,0.00166,1
Sylhet,24.861089,91.835824,0.1218,0.9427,0.00095,0.6881,0.00095,0.0413,0.00633,0.6664,0.4405,0.0,0.0,0.01223,7.293,0.0443,0.000136,0.831,0.5131,0.00212,0.00237,0.00168,0
Sylhet,24.842141,92.10279,0.0873,0.8715,0.02354,0.0978,0.00036,0.1706,0.00487,0.4406,0.7355,0.0,0.0,0.00172,0.0,0.2871,4.5e-05,2.806,0.3292,0.00419,0.00229,0.0045,0
